year,産業分類並び順,産業階層,産業,地域コード,昼間就業者（人）,常住就業者（人）,常住就業者／うち自宅就業者（人）,常住就業者／うち地域内通勤者（人）,流入超過通勤者（人）,流入通勤者（人）,流入通勤者／うち都外から流入（人）,流出通勤者（人）,流出通勤者／うち都外へ流出（人）
2020,12,2,情報通信業,13104,78650.0,16019.0,3444.0,2944.0,62631.0,72078.0,31738.0,9447.0,416.0
2020,13,2,運輸業，郵便業,13104,10130.0,2970.0,157.0,639.0,7160.0,9218.0,3995.0,2058.0,214.0
2020,14,2,卸売業，小売業,13104,68777.0,14267.0,1413.0,4306.0,54510.0,62601.0,26755.0,8091.0,604.0
2020,15,2,金融業，保険業,13104,28012.0,6462.0,324.0,849.0,21550.0,26730.0,10635.0,5180.0,210.0
2020,16,2,不動産業，物品賃貸業,13104,27566.0,6518.0,2138.0,1710.0,21048.0,23427.0,9553.0,2379.0,153.0
2020,17,2,学術研究，専門・技術サービス業,13104,40125.0,11430.0,2888.0,2313.0,28695.0,34730.0,13789.0,6035.0,386.0
2020,18,2,宿泊業，飲食サービス業,13104,30225.0,7978.0,513.0,4093.0,22247.0,25296.0,9029.0,3049.0,159.0
2020,19,2,生活関連サービス業，娯楽業,13104,19278.0,4094.0,653.0,1431.0,15184.0,17037.0,6774.0,1853.0,163.0
2020,20,2,教育，学習支援業,13104,26345.0,7148.0,636.0,2230.0,19197.0,23333.0,8786.0,4136.0,628.0
2020,21,2,医療，福祉,13104,32253.0,12356.0,415.0,5218.0,19897.0,26395.0,7625.0,6498.0,987.0
2020,22,2,複合サービス事業,13104,740.0,288.0,4.0,88.0,452.0,643.0,154.0,191.0,10.0
2020,23,2,サービス業（他に分類されないもの）,13104,58359.0,9653.0,887.0,3337.0,48706.0,53759.0,21504.0,5053.0,290.0
2020,24,2,公務（他に分類されるものを除く）,13104,25748.0,5735.0,69.0,2536.0,20013.0,23100.0,8721.0,3087.0,202.0
2020,25,1,分類不能の産業,13104,14288.0,6952.0,796.0,996.0,7336.0,8292.0,3272.0,956.0,75.0
2020,1,0,総数,13105,181535.0,104736.0,13291.0,20595.0,76799.0,143715.0,63266.0,66916.0,6072.0
2020,2,1,第１次産業,13105,131.0,77.0,14.0,21.0,54.0,92.0,47.0,38.0,8.0
2020,3,2,農業，林業,13105,126.0,73.0,14.0,21.0,53.0,88.0,46.0,35.0,8.0
2020,4,3,うち農業,13105,118.0,67.0,14.0,21.0,51.0,80.0,39.0,29.0,7.0
2020,5,2,漁業,13105,5.0,4.0,,,1.0,4.0,1.0,3.0,
2020,6,1,第２次産業,13105,26692.0,11302.0,1366.0,1821.0,15390.0,23229.0,11830.0,7839.0,1077.0
2020,7,2,鉱業，採石業，砂利採取業,13105,11.0,40.0,3.0,1.0,-29.0,7.0,3.0,36.0,2.0
2020,8,2,建設業,13105,7481.0,2807.0,289.0,521.0,4674.0,6552.0,3576.0,1878.0,222.0
2020,9,2,製造業,13105,19200.0,8455.0,1074.0,1299.0,10745.0,16670.0,8251.0,5925.0,853.0
2020,10,1,第３次産業,13105,149643.0,89672.0,11382.0,18299.0,59971.0,118151.0,50341.0,58180.0,4918.0
2020,11,2,電気・ガス・熱供給・水道業,13105,418.0,326.0,18.0,11.0,92.0,385.0,201.0,293.0,31.0
2020,12,2,情報通信業,13105,21479.0,12373.0,2536.0,1208.0,9106.0,17594.0,8208.0,8488.0,314.0
2020,13,2,運輸業，郵便業,13105,2665.0,2299.0,147.0,293.0,366.0,2134.0,966.0,1768.0,203.0
2020,14,2,卸売業，小売業,13105,23818.0,12789.0,1436.0,2693.0,11029.0,19362.0,9365.0,8333.0,565.0
2020,15,2,金融業，保険業,13105,6419.0,6670.0,323.0,290.0,-251.0,5744.0,2845.0,5995.0,247.0
2020,16,2,不動産業，物品賃貸業,13105,5032.0,4776.0,1484.0,676.0,256.0,2665.0,1131.0,2409.0,162.0
2020,17,2,学術研究，専門・技術サービス業,13105,11996.0,11417.0,2730.0,1158.0,579.0,7950.0,3648.0,7371.0,472.0
2020,18,2,宿泊業，飲食サービス業,13105,9855.0,4731.0,459.0,1636.0,5124.0,7554.0,3229.0,2430.0,110.0
2020,19,2,生活関連サービス業，娯楽業,13105,4982.0,2418.0,401.0,544.0,2564.0,3949.0,1690.0,1385.0,151.0
2020,20,2,教育，学習支援業,13105,21442.0,8174.0,704.0,3088.0,13268.0,17541.0,6958.0,4273.0,718.0
2020,21,2,医療，福祉,13105,21299.0,12767.0,409.0,4648.0,8532.0,16084.0,4758.0,7552.0,1514.0
2020,22,2,複合サービス事業,13105,432.0,171.0,3.0,51.0,261.0,370.0,119.0,109.0,3.0
2020,23,2,サービス業（他に分類されないもの）,13105,15889.0,6947.0,702.0,1541.0,8942.0,13426.0,5811.0,4484.0,210.0
2020,24,2,公務（他に分類されるものを除く）,13105,3917.0,3814.0,30.0,462.0,103.0,3393.0,1412.0,3290.0,218.0
2020,25,1,分類不能の産業,13105,5069.0,3685.0,529.0,454.0,1384.0,2243.0,1048.0,859.0,69.0
2020,1,0,総数,13106,185207.0,91690.0,14799.0,20184.0,93517.0,144857.0,75192.0,51340.0,5210.0
2020,2,1,第１次産業,13106,92.0,52.0,8.0,12.0,40.0,71.0,40.0,31.0,9.0
2020,3,2,農業，林業,13106,89.0,50.0,8.0,12.0,39.0,68.0,38.0,29.0,8.0
2020,4,3,うち農業,13106,87.0,49.0,8.0,12.0,38.0,66.0,36.0,28.0,8.0
2020,5,2,漁業,13106,3.0,2.0,,,1.0,3.0,2.0,2.0,1.0
2020,6,1,第２次産業,13106,35417.0,13589.0,2583.0,3114.0,21828.0,29285.0,16453.0,7457.0,1259.0
2020,7,2,鉱業，採石業，砂利採取業,13106,16.0,26.0,3.0,1.0,-10.0,11.0,4.0,21.0,
2020,8,2,建設業,13106,10539.0,3602.0,568.0,781.0,6937.0,9011.0,5396.0,2074.0,328.0
2020,9,2,製造業,13106,24862.0,9961.0,2012.0,2332.0,14901.0,20263.0,11053.0,5362.0,931.0
2020,10,1,第３次産業,13106,143726.0,73073.0,11464.0,16533.0,70653.0,113758.0,57863.0,43105.0,3868.0
2020,11,2,電気・ガス・熱供給・水道業,13106,980.0,315.0,17.0,22.0,665.0,939.0,470.0,274.0,36.0
2020,12,2,情報通信業,13106,15784.0,10279.0,2335.0,716.0,5505.0,12628.0,7218.0,7123.0,385.0
2020,13,2,運輸業，郵便業,13106,6632.0,2967.0,170.0,482.0,3665.0,5863.0,3439.0,2198.0,299.0
2020,14,2,卸売業，小売業,13106,43537.0,16100.0,2521.0,5215.0,27437.0,35281.0,18360.0,7844.0,693.0
2020,15,2,金融業，保険業,13106,5436.0,3428.0,189.0,242.0,2008.0,4954.0,2637.0,2946.0,187.0
2020,16,2,不動産業，物品賃貸業,13106,6510.0,3999.0,1258.0,795.0,2511.0,4289.0,2136.0,1778.0,156.0
2020,17,2,学術研究，専門・技術サービス業,13106,12042.0,6786.0,1640.0,849.0,5256.0,9438.0,5158.0,4182.0,402.0
2020,18,2,宿泊業，飲食サービス業,13106,13584.0,6723.0,1034.0,2768.0,6861.0,9508.0,3969.0,2647.0,137.0
2020,19,2,生活関連サービス業，娯楽業,13106,5279.0,2819.0,546.0,713.0,2460.0,3895.0,1812.0,1435.0,168.0
2020,20,2,教育，学習支援業,13106,5470.0,3375.0,314.0,594.0,2095.0,4508.0,1944.0,2413.0,393.0
2020,21,2,医療，福祉,13106,9620.0,6894.0,320.0,2117.0,2726.0,7043.0,2733.0,4317.0,557.0
2020,22,2,複合サービス事業,13106,528.0,159.0,3.0,42.0,369.0,476.0,224.0,107.0,9.0
2020,23,2,サービス業（他に分類されないもの）,13106,14735.0,7203.0,1103.0,1546.0,7532.0,11809.0,5963.0,4277.0,252.0
2020,24,2,公務（他に分類されるものを除く）,13106,3589.0,2026.0,14.0,432.0,1563.0,3127.0,1800.0,1564.0,194.0
2020,25,1,分類不能の産業,13106,5972.0,4976.0,744.0,525.0,996.0,1743.0,836.0,747.0,74.0
2020,1,0,総数,13107,139100.0,129177.0,15931.0,28554.0,9923.0,89552.0,43162.0,79629.0,7216.0
2020,2,1,第１次産業,13107,118.0,106.0,13.0,38.0,12.0,66.0,33.0,54.0,6.0
2020,3,2,農業，林業,13107,116.0,104.0,13.0,38.0,12.0,64.0,32.0,52.0,5.0
2020,4,3,うち農業,13107,116.0,99.0,13.0,38.0,17.0,64.0,32.0,47.0,4.0
2020,5,2,漁業,13107,2.0,2.0,,,,2.0,1.0,2.0,1.0
2020,6,1,第２次産業,13107,32422.0,22936.0,3666.0,5964.0,9486.0,22161.0,11667.0,12675.0,1771.0
2020,7,2,鉱業，採石業，砂利採取業,13107,6.0,29.0,5.0,,-23.0,,,23.0,1.0
2020,8,2,建設業,13107,9109.0,6538.0,906.0,1416.0,2571.0,6474.0,3617.0,3903.0,565.0
2020,9,2,製造業,13107,23307.0,16369.0,2755.0,4548.0,6938.0,15687.0,8050.0,8749.0,1205.0
2020,10,1,第３次産業,13107,102037.0,101691.0,11625.0,21931.0,346.0,66264.0,30968.0,65918.0,5351.0
2020,11,2,電気・ガス・熱供給・水道業,13107,208.0,553.0,17.0,23.0,-345.0,158.0,79.0,503.0,57.0
2020,12,2,情報通信業,13107,9051.0,14913.0,3050.0,609.0,-5862.0,5291.0,3080.0,11153.0,581.0
2020,13,2,運輸業，郵便業,13107,6563.0,5956.0,364.0,1197.0,607.0,4796.0,2559.0,4189.0,556.0
2020,14,2,卸売業，小売業,13107,23971.0,20917.0,2166.0,5378.0,3054.0,15959.0,7853.0,12905.0,1067.0
2020,15,2,金融業，保険業,13107,5604.0,5287.0,243.0,493.0,317.0,4788.0,2433.0,4471.0,288.0
2020,16,2,不動産業，物品賃貸業,13107,4753.0,4726.0,1144.0,847.0,27.0,2623.0,1280.0,2596.0,200.0
2020,17,2,学術研究，専門・技術サービス業,13107,6288.0,8038.0,1785.0,795.0,-1750.0,3599.0,1878.0,5349.0,368.0
2020,18,2,宿泊業，飲食サービス業,13107,8001.0,7771.0,685.0,2666.0,230.0,4381.0,1567.0,4151.0,233.0
